ORDERID,SOURCE,ORDERSTATUS,RIDERPROVIDER,STOREID,CUSTOMERPINCODE,ORDERPLACEDDATE,VERIFIEDDATE,STOREPUSHEDDATE,BILLEDDATE,RIDERASSIGNEDDATE,OFDDATE,ARRIVEDDATE,DELIVEREDDATE,PROMISEDTAT,CANCELLEDDATE,MRP,PAYMENTMETHOD
4138,Desktop - Website,Out for Delivery,D,231464,500084,2022-Apr-02 22:21:00,2022-Apr-03 10:34:00,2022-Apr-03 10:37:00,2022-Apr-03 10:40:00,2022-Apr-03 10:42:00,2022-Apr-03 10:45:00,,,2022-Apr-03 13:00:00,,1397.35,PREPAID
4139,Mobile - Android,Delivered,O,226656,700029,2022-Apr-02 22:29:00,2022-Apr-03 09:34:00,2022-Apr-03 09:38:00,2022-Apr-03 09:48:00,2022-Apr-03 10:16:00,2022-Apr-03 10:16:00,2022-Apr-03 10:51:00,2022-Apr-03 10:53:00,2022-Apr-03 12:00:00,,1266.95,PREPAID
4140,Mobile - Android,Delivered,K,229148,600049,2022-Apr-02 22:30:00,2022-Apr-03 09:32:00,2022-Apr-03 09:36:00,2022-Apr-03 09:37:00,2022-Apr-03 10:13:00,2022-Apr-03 10:13:00,2022-Apr-03 10:29:00,2022-Apr-03 10:31:00,2022-Apr-03 12:00:00,,376.2,COD
4141,Mobile - iOS,Delivered,O,222374,110024,2022-Apr-02 22:34:00,2022-Apr-03 09:10:00,2022-Apr-03 09:14:00,2022-Apr-03 09:31:00,2022-Apr-03 10:01:00,2022-Apr-03 10:01:00,2022-Apr-03 10:21:00,2022-Apr-03 10:25:00,2022-Apr-03 11:30:00,,952.53,COD
4142,Mobile - iOS,Delivered,O,222124,201307,2022-Apr-02 22:38:00,2022-Apr-03 03:18:00,2022-Apr-03 03:19:00,2022-Apr-03 04:37:00,2022-Apr-03 07:37:00,2022-Apr-03 08:04:00,2022-Apr-03 08:28:00,2022-Apr-03 08:28:00,2022-Apr-03 09:30:00,,523.11,COD
4143,Mobile - Android,Verified,,222124,201307,2022-Apr-02 22:38:00,2022-Apr-03 03:20:00,,,,,,,2022-Apr-03 09:30:00,,494.34,PREPAID
4144,Mobile - mWeb,Cancelled,O,222124,201304,2022-Apr-02 22:38:00,2022-Apr-03 03:22:00,2022-Apr-03 03:23:00,2022-Apr-03 04:37:00,2022-Apr-03 06:21:00,2022-Apr-03 06:22:00,,,2022-Apr-03 09:30:00,2022-Apr-03 07:32:00,932.25,PREPAID
4145,Mobile - Android,Delivered,D,231370,600040,2022-Apr-02 22:38:00,2022-Apr-03 09:57:00,2022-Apr-03 10:02:00,2022-Apr-03 10:07:00,2022-Apr-03 10:09:00,2022-Apr-03 10:22:00,2022-Apr-03 10:29:00,2022-Apr-03 10:29:00,2022-Apr-03 12:00:00,,1426.28,PREPAID
4146,Mobile - iOS,Delivered,O,222084,110089,2022-Apr-02 22:39:00,2022-Apr-03 08:40:00,2022-Apr-03 08:42:00,2022-Apr-03 08:52:00,2022-Apr-03 09:09:00,2022-Apr-03 09:09:00,2022-Apr-03 09:21:00,2022-Apr-03 09:23:00,2022-Apr-03 11:00:00,,835.8,PREPAID
4147,Mobile - Android,Arrived,K,222474,110074,2022-Apr-02 22:41:00,2022-Apr-03 03:40:00,2022-Apr-03 06:04:00,2022-Apr-03 07:08:00,2022-Apr-03 07:37:00,2022-Apr-03 07:41:00,2022-Apr-03 09:14:00,,2022-Apr-03 09:30:00,,760.53,PREPAID
4148,Mobile - Android,Delivered,K,222290,380001,2022-Apr-02 22:42:00,2022-Apr-02 22:43:00,2022-Apr-02 22:45:00,2022-Apr-02 22:47:00,2022-Apr-03 05:59:00,2022-Apr-03 07:34:00,2022-Apr-03 09:19:00,2022-Apr-03 09:22:00,2022-Apr-03 10:30:00,,385,PREPAID
4149,Mobile - iOS,Delivered,O,222208,302016,2022-Apr-02 22:42:00,2022-Apr-02 22:44:00,2022-Apr-02 22:45:00,2022-Apr-03 07:32:00,2022-Apr-03 07:37:00,2022-Apr-03 07:37:00,2022-Apr-03 08:02:00,2022-Apr-03 08:05:00,2022-Apr-03 10:30:00,,390.5,PREPAID
4150,Mobile - iOS,Arrived,O,222124,201301,2022-Apr-02 22:45:00,2022-Apr-03 03:48:00,2022-Apr-03 03:50:00,2022-Apr-03 04:39:00,2022-Apr-03 06:35:00,2022-Apr-03 08:04:00,2022-Apr-03 08:19:00,,2022-Apr-03 09:30:00,,641.44,PREPAID
4151,Mobile - Android,Delivered,O,222124,201303,2022-Apr-02 22:47:00,2022-Apr-03 03:51:00,2022-Apr-03 03:53:00,2022-Apr-03 04:39:00,2022-Apr-03 06:44:00,2022-Apr-03 06:50:00,2022-Apr-03 09:00:00,2022-Apr-03 09:04:00,2022-Apr-03 09:30:00,,536.3,COD
4152,Mobile - Android,Delivered,K,222124,201307,2022-Apr-02 22:50:00,2022-Apr-02 22:51:00,2022-Apr-02 22:53:00,2022-Apr-03 00:16:00,2022-Apr-03 06:44:00,2022-Apr-03 06:49:00,2022-Apr-03 09:19:00,2022-Apr-03 09:22:00,2022-Apr-03 10:30:00,,411.12,COD
4153,Mobile - Android,Delivered,O,224218,400607,2022-Apr-02 22:51:00,2022-Apr-03 02:52:00,2022-Apr-03 07:10:00,2022-Apr-03 07:20:00,2022-Apr-03 07:21:00,2022-Apr-03 08:00:00,2022-Apr-03 08:38:00,2022-Apr-03 08:39:00,2022-Apr-03 10:30:00,,417.6,PREPAID
4154,Mobile - iOS,Delivered,D,228122,502032,2022-Apr-02 22:54:00,2022-Apr-03 09:07:00,2022-Apr-03 09:10:00,2022-Apr-03 09:14:00,2022-Apr-03 09:16:00,2022-Apr-03 09:33:00,2022-Apr-03 09:54:00,2022-Apr-03 09:55:00,2022-Apr-03 11:30:00,,949.86,PREPAID
4155,Mobile - Android,Delivered,K,222740,382481,2022-Apr-02 22:56:00,2022-Apr-02 22:58:00,2022-Apr-03 08:01:00,2022-Apr-03 08:08:00,2022-Apr-03 08:25:00,2022-Apr-03 08:36:00,2022-Apr-03 09:21:00,2022-Apr-03 09:23:00,2022-Apr-03 10:30:00,,832.5,COD
4156,Mobile - Android,Delivered,O,222474,110044,2022-Apr-02 22:57:00,2022-Apr-02 22:58:00,2022-Apr-02 23:00:00,2022-Apr-03 06:02:00,2022-Apr-03 07:12:00,2022-Apr-03 07:19:00,2022-Apr-03 08:44:00,2022-Apr-03 08:47:00,2022-Apr-03 10:30:00,,670.6,PREPAID
4157,Mobile - Android,Delivered,O,222124,201009,2022-Apr-02 22:57:00,2022-Apr-03 03:00:00,2022-Apr-03 03:02:00,2022-Apr-03 04:36:00,2022-Apr-03 06:20:00,2022-Apr-03 07:21:00,2022-Apr-03 08:20:00,2022-Apr-03 08:21:00,2022-Apr-03 09:30:00,,812.73,COD
4158,Mobile - iOS,Delivered,O,224342,400615,2022-Apr-02 22:58:00,2022-Apr-03 03:04:00,2022-Apr-03 07:13:00,2022-Apr-03 07:21:00,2022-Apr-03 08:08:00,2022-Apr-03 10:21:00,2022-Apr-03 10:21:00,2022-Apr-03 10:22:00,2022-Apr-03 10:30:00,,495.88,PREPAID
4159,Mobile - Android,Delivered,K,222474,110065,2022-Apr-02 23:01:00,2022-Apr-03 03:13:00,2022-Apr-03 06:03:00,2022-Apr-03 07:13:00,2022-Apr-03 07:34:00,2022-Apr-03 07:46:00,2022-Apr-03 08:47:00,2022-Apr-03 08:50:00,2022-Apr-03 09:30:00,,351.82,PREPAID
4160,Mobile - Android,Delivered,O,222124,201301,2022-Apr-02 23:01:00,2022-Apr-03 03:14:00,2022-Apr-03 03:16:00,2022-Apr-03 06:35:00,2022-Apr-03 07:18:00,2022-Apr-03 07:23:00,2022-Apr-03 08:39:00,2022-Apr-03 08:39:00,2022-Apr-03 23:00:00,,985.84,PREPAID
4161,Mobile - iOS,Delivered,K,224076,400103,2022-Apr-02 23:06:00,2022-Apr-02 23:08:00,2022-Apr-03 07:03:00,2022-Apr-03 07:08:00,2022-Apr-03 07:31:00,2022-Apr-03 09:02:00,2022-Apr-03 09:02:00,2022-Apr-03 09:02:00,2022-Apr-03 12:00:00,,800.02,PREPAID
4162,Mobile - Android,Delivered,O,222124,201014,2022-Apr-02 23:06:00,2022-Apr-02 23:08:00,2022-Apr-02 23:09:00,2022-Apr-03 00:22:00,2022-Apr-03 06:39:00,2022-Apr-03 06:43:00,2022-Apr-03 08:26:00,2022-Apr-03 08:27:00,2022-Apr-03 10:30:00,,1106.12,PREPAID
4163,Mobile - iOS,Out for Delivery,O,222124,201009,2022-Apr-02 23:11:00,2022-Apr-02 23:13:00,2022-Apr-02 23:13:00,2022-Apr-03 00:21:00,2022-Apr-03 06:17:00,2022-Apr-03 07:19:00,,,2022-Apr-03 10:30:00,,630,PREPAID
4164,Mobile - Android,Delivered,O,222124,201301,2022-Apr-02 23:12:00,2022-Apr-02 23:15:00,2022-Apr-02 23:16:00,2022-Apr-03 00:22:00,2022-Apr-03 08:02:00,2022-Apr-03 08:04:00,2022-Apr-03 10:06:00,2022-Apr-03 10:10:00,2022-Apr-03 10:30:00,,1093.99,PREPAID
4165,Mobile - Android,Out for Delivery,O,222474,110010,2022-Apr-02 23:13:00,2022-Apr-02 23:14:00,2022-Apr-03 06:02:00,2022-Apr-03 06:11:00,2022-Apr-03 07:20:00,2022-Apr-03 07:24:00,,,2022-Apr-03 10:30:00,,346.04,PREPAID
4166,Mobile - iOS,Billed,,222124,201307,2022-Apr-02 23:13:00,2022-Apr-03 05:16:00,2022-Apr-03 05:17:00,2022-Apr-03 06:34:00,,,,,2022-Apr-03 09:30:00,,1075.33,PREPAID
4167,Desktop - Website,Delivered,K,222474,110065,2022-Apr-02 23:14:00,2022-Apr-02 23:15:00,2022-Apr-03 06:02:00,2022-Apr-03 06:04:00,2022-Apr-03 07:18:00,2022-Apr-03 07:45:00,2022-Apr-03 08:49:00,2022-Apr-03 08:50:00,2022-Apr-03 10:30:00,,536.4,COD
4168,Mobile - Android,Delivered,K,222208,302022,2022-Apr-02 23:21:00,2022-Apr-02 23:22:00,2022-Apr-03 07:01:00,2022-Apr-03 07:23:00,2022-Apr-03 07:32:00,2022-Apr-03 07:35:00,2022-Apr-03 08:37:00,2022-Apr-03 08:37:00,2022-Apr-03 10:30:00,,399,PREPAID
4169,Mobile - mWeb,Delivered,O,222244,382481,2022-Apr-02 23:34:00,2022-Apr-03 04:14:00,2022-Apr-03 07:15:00,2022-Apr-03 07:17:00,2022-Apr-03 07:17:00,2022-Apr-03 08:01:00,2022-Apr-03 08:11:00,2022-Apr-03 08:13:00,2022-Apr-03 10:30:00,,802.29,PREPAID
4170,Mobile - mWeb,Cancelled,K,224026,400037,2022-Apr-02 23:35:00,2022-Apr-02 23:36:00,2022-Apr-03 07:26:00,2022-Apr-03 08:35:00,2022-Apr-03 08:59:00,,,,2022-Apr-03 10:30:00,2022-Apr-03 09:53:00,422.92,COD
4171,Mobile - iOS,Delivered,O,222474,110003,2022-Apr-02 23:39:00,2022-Apr-02 23:40:00,2022-Apr-03 06:02:00,2022-Apr-03 06:27:00,2022-Apr-03 07:21:00,2022-Apr-03 07:33:00,2022-Apr-03 08:55:00,2022-Apr-03 08:59:00,2022-Apr-03 10:30:00,,1480,PREPAID
4172,Mobile - iOS,Delivered,O,228036,500061,2022-Apr-02 23:40:00,2022-Apr-03 15:53:00,2022-Apr-03 15:55:00,2022-Apr-03 15:58:00,2022-Apr-03 16:23:00,2022-Apr-03 16:23:00,2022-Apr-03 16:39:00,2022-Apr-03 16:43:00,2022-Apr-03 18:00:00,,497,PREPAID
4173,Mobile - iOS,Delivered,K,222474,110029,2022-Apr-02 23:41:00,2022-Apr-02 23:42:00,2022-Apr-03 06:02:00,2022-Apr-03 07:30:00,2022-Apr-03 07:47:00,2022-Apr-03 07:55:00,2022-Apr-03 09:57:00,2022-Apr-03 10:00:00,2022-Apr-03 10:30:00,,818,COD
4174,Mobile - Android,Delivered,K,222246,302015,2022-Apr-02 23:42:00,2022-Apr-03 04:08:00,2022-Apr-03 07:03:00,2022-Apr-03 07:14:00,2022-Apr-03 07:31:00,2022-Apr-03 07:52:00,2022-Apr-03 08:58:00,2022-Apr-03 08:59:00,2022-Apr-03 10:30:00,,431.61,PREPAID
4175,Desktop - Website,Out for Delivery,O,232916,600113,2022-Apr-02 23:44:00,2022-Apr-03 09:46:00,2022-Apr-03 09:50:00,2022-Apr-03 09:51:00,2022-Apr-03 10:35:00,2022-Apr-03 10:35:00,,,2022-Apr-03 12:00:00,,357.25,COD
4176,Mobile - Android,Billed,,222124,201308,2022-Apr-02 23:46:00,2022-Apr-03 04:16:00,2022-Apr-03 04:18:00,2022-Apr-03 04:39:00,,,,,2022-Apr-03 09:30:00,,805.15,COD
4177,Mobile - Android,Assigned,K,223070,380058,2022-Apr-02 23:46:00,2022-Apr-02 23:48:00,2022-Apr-03 07:06:00,2022-Apr-03 07:08:00,2022-Apr-03 07:15:00,,,,2022-Apr-03 10:30:00,,510,PREPAID
4178,Mobile - Android,Out for Delivery,K,222474,110049,2022-Apr-02 23:48:00,2022-Apr-02 23:53:00,2022-Apr-03 06:02:00,2022-Apr-03 06:22:00,2022-Apr-03 07:16:00,2022-Apr-03 07:32:00,,,2022-Apr-03 10:30:00,,307.95,PREPAID
4179,Mobile - Android,Delivered,O,222474,110016,2022-Apr-02 23:48:00,2022-Apr-02 23:49:00,2022-Apr-03 06:02:00,2022-Apr-03 06:03:00,2022-Apr-03 07:17:00,2022-Apr-03 07:56:00,2022-Apr-03 08:29:00,2022-Apr-03 08:30:00,2022-Apr-03 10:30:00,,471.01,PREPAID
4180,Mobile - Android,Delivered,D,231942,560037,2022-Apr-02 23:48:00,2022-Apr-03 09:50:00,2022-Apr-03 09:54:00,2022-Apr-03 09:56:00,2022-Apr-03 09:58:00,2022-Apr-03 10:30:00,2022-Apr-03 10:49:00,2022-Apr-03 10:50:00,2022-Apr-03 12:00:00,,577.5,PREPAID
4181,Mobile - mWeb,Out for Delivery,O,226522,700019,2022-Apr-02 23:49:00,2022-Apr-03 09:44:00,2022-Apr-03 09:47:00,2022-Apr-03 09:56:00,2022-Apr-03 10:14:00,2022-Apr-03 10:33:00,,,2022-Apr-03 12:00:00,,445,PREPAID
4182,Mobile - mWeb,Delivered,O,222474,110057,2022-Apr-02 23:50:00,2022-Apr-03 04:18:00,2022-Apr-03 06:04:00,2022-Apr-03 07:31:00,2022-Apr-03 07:35:00,2022-Apr-03 07:39:00,2022-Apr-03 08:09:00,2022-Apr-03 08:11:00,2022-Apr-03 09:30:00,,424.26,PREPAID
4183,Mobile - Android,Assigned,O,222474,110014,2022-Apr-02 23:53:00,2022-Apr-02 23:54:00,2022-Apr-03 06:03:00,2022-Apr-03 06:08:00,2022-Apr-03 07:14:00,,,,2022-Apr-03 10:30:00,,461.8,PREPAID
4184,Mobile - Android,Cancelled,,222124,201306,2022-Apr-03 00:01:00,,,,,,,,2022-Apr-03 09:30:00,2022-Apr-03 02:24:00,300,COD
4185,Mobile - Android,Out for Delivery,O,231840,500006,2022-Apr-03 00:05:00,2022-Apr-03 15:35:00,2022-Apr-03 15:41:00,2022-Apr-03 15:47:00,2022-Apr-03 16:18:00,2022-Apr-03 16:18:00,,,2022-Apr-03 18:00:00,,490.1,PREPAID
4186,Mobile - Android,Out for Delivery,O,222124,201009,2022-Apr-03 00:07:00,2022-Apr-03 00:07:00,2022-Apr-03 00:08:00,2022-Apr-03 00:09:00,2022-Apr-03 07:30:00,2022-Apr-03 07:39:00,,,2022-Apr-03 09:30:00,,874.5,COD
4187,Mobile - Android,Delivered,O,222208,302016,2022-Apr-03 00:09:00,2022-Apr-03 00:11:00,2022-Apr-03 07:01:00,2022-Apr-03 07:17:00,2022-Apr-03 07:32:00,2022-Apr-03 07:35:00,2022-Apr-03 08:13:00,2022-Apr-03 08:17:00,2022-Apr-03 10:30:00,,900.5,PREPAID
4188,Mobile - mWeb,Delivered,O,222010,110015,2022-Apr-03 00:13:00,2022-Apr-03 08:53:00,2022-Apr-03 08:57:00,2022-Apr-03 09:00:00,2022-Apr-03 09:20:00,2022-Apr-03 09:20:00,2022-Apr-03 10:33:00,2022-Apr-03 10:34:00,2022-Apr-03 11:00:00,,488.15,COD
4189,Mobile - Android,Delivered,K,222102,201301,2022-Apr-03 00:13:00,2022-Apr-03 08:52:00,2022-Apr-03 08:54:00,2022-Apr-03 08:56:00,2022-Apr-03 08:58:00,2022-Apr-03 09:16:00,2022-Apr-03 09:37:00,2022-Apr-03 09:37:00,2022-Apr-03 11:00:00,,1022.79,PREPAID
4190,Mobile - Android,Delivered,O,226100,700086,2022-Apr-03 00:15:00,2022-Apr-03 07:52:00,2022-Apr-03 08:48:00,2022-Apr-03 08:49:00,2022-Apr-03 09:15:00,2022-Apr-03 09:39:00,2022-Apr-03 09:44:00,2022-Apr-03 09:47:00,2022-Apr-03 12:30:00,,957.28,PREPAID
4191,Mobile - iOS,Delivered,K,226064,700054,2022-Apr-03 00:15:00,2022-Apr-03 07:52:00,2022-Apr-03 07:54:00,2022-Apr-03 07:59:00,2022-Apr-03 07:59:00,2022-Apr-03 08:19:00,2022-Apr-03 09:35:00,2022-Apr-03 09:35:00,2022-Apr-03 10:30:00,,947.33,COD
4192,Mobile - iOS,Out for Delivery,O,224026,400051,2022-Apr-03 00:16:00,2022-Apr-03 00:19:00,2022-Apr-03 07:20:00,2022-Apr-03 07:31:00,2022-Apr-03 08:12:00,2022-Apr-03 08:16:00,,,2022-Apr-03 10:30:00,,305.33,PREPAID
4193,Mobile - Android,Delivered,O,222124,201301,2022-Apr-03 00:17:00,2022-Apr-03 00:18:00,2022-Apr-03 00:19:00,2022-Apr-03 00:21:00,2022-Apr-03 06:32:00,2022-Apr-03 06:33:00,2022-Apr-03 08:20:00,2022-Apr-03 08:21:00,2022-Apr-03 09:30:00,,849.54,PREPAID
4194,Mobile - Android,Assigned,D,226206,700016,2022-Apr-03 00:23:00,2022-Apr-03 14:06:00,2022-Apr-03 14:09:00,2022-Apr-03 14:14:00,2022-Apr-03 14:16:00,,,,2022-Apr-03 16:30:00,,307.93,PREPAID
4195,Mobile - iOS,Delivered,O,222124,201014,2022-Apr-03 00:24:00,2022-Apr-03 00:25:00,2022-Apr-03 00:27:00,2022-Apr-03 00:31:00,2022-Apr-03 06:37:00,2022-Apr-03 06:39:00,2022-Apr-03 07:43:00,2022-Apr-03 07:44:00,2022-Apr-03 09:30:00,,740,PREPAID
4196,Mobile - mWeb,Delivered,O,222194,302017,2022-Apr-03 00:24:00,2022-Apr-03 00:27:00,2022-Apr-03 07:06:00,2022-Apr-03 07:09:00,2022-Apr-03 07:35:00,2022-Apr-03 07:36:00,2022-Apr-03 07:53:00,2022-Apr-03 07:55:00,2022-Apr-03 10:30:00,,1160,PREPAID
4197,Mobile - Android,Out for Delivery,O,226260,700055,2022-Apr-03 00:26:00,2022-Apr-03 07:30:00,2022-Apr-03 07:31:00,2022-Apr-03 07:40:00,2022-Apr-03 07:41:00,2022-Apr-03 07:51:00,,,2022-Apr-03 10:30:00,,1081.27,PREPAID
4198,Mobile - Android,Delivered,O,224070,401105,2022-Apr-03 00:29:00,2022-Apr-03 00:33:00,2022-Apr-03 07:20:00,2022-Apr-03 07:29:00,2022-Apr-03 09:24:00,2022-Apr-03 09:39:00,2022-Apr-03 23:24:00,2022-Apr-03 23:26:00,2022-Apr-03 10:30:00,,348.8,PREPAID
4199,Mobile - Android,Delivered,O,232948,560049,2022-Apr-03 00:29:00,2022-Apr-03 08:41:00,2022-Apr-03 08:43:00,2022-Apr-03 08:44:00,2022-Apr-03 09:01:00,2022-Apr-03 15:04:00,2022-Apr-03 15:29:00,2022-Apr-03 15:31:00,2022-Apr-03 11:00:00,,1089.71,PREPAID
4200,Mobile - Android,Delivered,D,222462,122002,2022-Apr-03 00:37:00,2022-Apr-03 12:54:00,2022-Apr-03 12:56:00,2022-Apr-03 12:58:00,2022-Apr-03 12:59:00,2022-Apr-03 13:03:00,2022-Apr-03 14:32:00,2022-Apr-03 14:33:00,2022-Apr-03 15:00:00,,637.2,PREPAID
4201,Mobile - mWeb,Delivered,K,226280,700056,2022-Apr-03 00:37:00,2022-Apr-03 07:26:00,2022-Apr-03 07:28:00,2022-Apr-03 07:31:00,2022-Apr-03 07:32:00,2022-Apr-03 07:42:00,2022-Apr-03 07:45:00,2022-Apr-03 07:48:00,2022-Apr-03 10:30:00,,1144.29,PREPAID
4202,Mobile - mWeb,Assigned,O,224390,400064,2022-Apr-03 00:38:00,2022-Apr-03 00:39:00,2022-Apr-03 07:13:00,2022-Apr-03 07:22:00,2022-Apr-03 07:23:00,,,,2022-Apr-03 10:30:00,,304,COD
4203,Mobile - iOS,Delivered,O,222474,110017,2022-Apr-03 00:40:00,2022-Apr-03 00:43:00,2022-Apr-03 06:03:00,2022-Apr-03 06:19:00,2022-Apr-03 07:16:00,2022-Apr-03 08:03:00,2022-Apr-03 08:48:00,2022-Apr-03 08:50:00,2022-Apr-03 09:30:00,,732.6,PREPAID
4204,Mobile - Android,Delivered,O,222474,110029,2022-Apr-03 00:43:00,2022-Apr-03 00:44:00,2022-Apr-03 06:03:00,2022-Apr-03 06:24:00,2022-Apr-03 07:19:00,2022-Apr-03 07:26:00,2022-Apr-03 08:54:00,2022-Apr-03 08:56:00,2022-Apr-03 09:30:00,,684.7,PREPAID
4205,Mobile - Android,Delivered,O,222474,110029,2022-Apr-03 00:48:00,2022-Apr-03 00:49:00,2022-Apr-03 06:03:00,2022-Apr-03 07:21:00,2022-Apr-03 07:24:00,2022-Apr-03 07:35:00,2022-Apr-03 08:55:00,2022-Apr-03 08:55:00,2022-Apr-03 09:30:00,,685.18,PREPAID
4206,Mobile - Android,Assigned,K,226332,700075,2022-Apr-03 00:48:00,2022-Apr-03 07:17:00,2022-Apr-03 07:21:00,2022-Apr-03 07:28:00,2022-Apr-03 07:30:00,,,,2022-Apr-03 10:30:00,,1078.5,PREPAID
4207,Mobile - Android,Out for Delivery,O,226076,700049,2022-Apr-03 00:48:00,2022-Apr-03 07:16:00,2022-Apr-03 07:20:00,2022-Apr-03 07:26:00,2022-Apr-03 07:55:00,2022-Apr-03 07:55:00,,,2022-Apr-03 10:30:00,,1025.39,PREPAID
4208,Mobile - Android,Delivered,O,222080,110070,2022-Apr-03 00:50:00,2022-Apr-03 07:15:00,2022-Apr-03 07:30:00,2022-Apr-03 07:39:00,2022-Apr-03 08:00:00,2022-Apr-03 08:00:00,2022-Apr-03 08:27:00,2022-Apr-03 08:30:00,2022-Apr-03 10:30:00,,404.52,PREPAID
4209,Mobile - iOS,Delivered,D,222702,122001,2022-Apr-03 00:51:00,2022-Apr-03 12:48:00,2022-Apr-03 12:49:00,2022-Apr-03 12:55:00,2022-Apr-03 12:57:00,2022-Apr-03 13:00:00,2022-Apr-03 13:16:00,2022-Apr-03 13:18:00,2022-Apr-03 15:00:00,,394.26,PREPAID
4210,Mobile - Android,Delivered,O,226656,700040,2022-Apr-03 00:53:00,2022-Apr-03 07:12:00,2022-Apr-03 07:22:00,2022-Apr-03 07:34:00,2022-Apr-03 07:35:00,2022-Apr-03 07:35:00,2022-Apr-03 07:48:00,2022-Apr-03 07:49:00,2022-Apr-03 10:30:00,,648.77,PREPAID
4211,Mobile - Android,Delivered,K,222124,201306,2022-Apr-03 00:53:00,2022-Apr-03 00:55:00,2022-Apr-03 00:56:00,2022-Apr-03 01:17:00,2022-Apr-03 07:27:00,2022-Apr-03 07:35:00,2022-Apr-03 08:13:00,2022-Apr-03 08:15:00,2022-Apr-03 09:30:00,,821,PREPAID
4212,Mobile - mWeb,Delivered,K,226284,700045,2022-Apr-03 00:53:00,2022-Apr-03 07:10:00,2022-Apr-03 07:16:00,2022-Apr-03 07:36:00,2022-Apr-03 08:59:00,2022-Apr-03 08:59:00,2022-Apr-03 09:13:00,2022-Apr-03 09:14:00,2022-Apr-03 10:30:00,,377.76,COD
4213,Mobile - Android,Delivered,K,226062,700059,2022-Apr-03 00:54:00,2022-Apr-03 07:09:00,2022-Apr-03 07:14:00,2022-Apr-03 08:12:00,2022-Apr-03 08:13:00,2022-Apr-03 08:27:00,2022-Apr-03 08:37:00,2022-Apr-03 08:38:00,2022-Apr-03 10:30:00,,524.19,PREPAID
4214,Mobile - Android,Cancelled,,222648,110019,2022-Apr-03 00:54:00,2022-Apr-03 07:07:00,2022-Apr-03 07:31:00,,,,,,2022-Apr-03 10:30:00,2022-Apr-03 09:55:00,594.05,PREPAID
4215,Mobile - Android,Out for Delivery,O,222124,201014,2022-Apr-03 00:59:00,2022-Apr-03 01:00:00,2022-Apr-03 01:01:00,2022-Apr-03 01:17:00,2022-Apr-03 06:38:00,2022-Apr-03 06:40:00,,,2022-Apr-03 09:30:00,,490,PREPAID
4216,Mobile - Android,Delivered,O,224394,400066,2022-Apr-03 01:02:00,2022-Apr-03 08:18:00,2022-Apr-03 08:57:00,2022-Apr-03 10:48:00,2022-Apr-03 11:21:00,2022-Apr-03 12:04:00,2022-Apr-03 12:24:00,2022-Apr-03 12:26:00,2022-Apr-03 15:30:00,,469.61,PREPAID
4217,Mobile - Android,Delivered,O,222124,201301,2022-Apr-03 01:10:00,2022-Apr-03 01:11:00,2022-Apr-03 01:12:00,2022-Apr-03 01:18:00,2022-Apr-03 07:36:00,2022-Apr-03 08:03:00,2022-Apr-03 08:10:00,2022-Apr-03 08:11:00,2022-Apr-03 09:30:00,,700,PREPAID
4218,Mobile - Android,Delivered,O,226064,700101,2022-Apr-03 01:14:00,2022-Apr-03 07:00:00,2022-Apr-03 07:14:00,2022-Apr-03 07:22:00,2022-Apr-03 07:40:00,2022-Apr-03 07:55:00,2022-Apr-03 08:11:00,2022-Apr-03 08:15:00,2022-Apr-03 10:30:00,,608.92,PREPAID
4219,Mobile - mWeb,Delivered,O,222474,110049,2022-Apr-03 01:23:00,2022-Apr-03 01:24:00,2022-Apr-03 06:03:00,2022-Apr-03 06:23:00,2022-Apr-03 07:16:00,2022-Apr-03 08:44:00,2022-Apr-03 08:47:00,2022-Apr-03 08:51:00,2022-Apr-03 09:30:00,,346.2,COD
4220,Mobile - Android,Delivered,K,222124,201304,2022-Apr-03 01:23:00,2022-Apr-03 01:24:00,2022-Apr-03 01:25:00,2022-Apr-03 01:26:00,2022-Apr-03 06:21:00,2022-Apr-03 06:23:00,2022-Apr-03 08:09:00,2022-Apr-03 08:11:00,2022-Apr-03 09:30:00,,302.7,PREPAID
4221,Mobile - Android,Delivered,O,382158,502032,2022-Apr-03 01:26:00,2022-Apr-03 07:47:00,2022-Apr-03 07:50:00,2022-Apr-03 07:50:00,2022-Apr-03 07:51:00,2022-Apr-03 08:05:00,2022-Apr-03 08:23:00,2022-Apr-03 08:25:00,2022-Apr-03 10:30:00,,676.48,PREPAID
4222,Mobile - mWeb,Arrived,O,231370,600040,2022-Apr-03 01:29:00,2022-Apr-03 07:46:00,2022-Apr-03 07:48:00,2022-Apr-03 07:50:00,2022-Apr-03 07:51:00,2022-Apr-03 07:59:00,2022-Apr-03 08:18:00,,2022-Apr-03 10:30:00,,351.06,COD
4223,Mobile - iOS,Delivered,D,231942,560087,2022-Apr-03 01:37:00,2022-Apr-03 10:27:00,2022-Apr-03 10:31:00,2022-Apr-03 11:15:00,2022-Apr-03 11:31:00,2022-Apr-03 11:39:00,2022-Apr-03 12:00:00,2022-Apr-03 12:03:00,2022-Apr-04 23:00:00,,849.2,PREPAID
4224,Mobile - Android,Delivered,K,226106,700031,2022-Apr-03 01:44:00,2022-Apr-03 09:36:00,2022-Apr-03 09:40:00,2022-Apr-03 09:42:00,2022-Apr-03 09:43:00,2022-Apr-03 09:55:00,2022-Apr-03 10:15:00,2022-Apr-03 10:17:00,2022-Apr-03 12:00:00,,549.4,COD
